Date,BANKNIFTY18NOVFUT O,BANKNIFTY18NOVFUT H,BANKNIFTY18NOVFUT L,BANKNIFTY18NOVFUT C,BANKNIFTY18NOVFUT V
9/14/2018 10:26:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:25:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:24:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:23:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:22:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:21:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:20:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:19:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:18:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:17:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:16:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:15:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:14:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:13:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:12:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:11:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:10:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:09:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:08:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:07:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:06:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:05:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:04:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:03:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:02:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:01:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:00:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 9:59:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 9:58:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 9:57:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 9:56:00 AM,27314.85,27314.85,27283.85,27283.85,40
9/14/2018 9:55:00 AM,27314.85,27314.85,27314.85,27314.85,0
9/14/2018 9:54:00 AM,27314.85,27314.85,27314.85,27314.85,0
9/14/2018 9:53:00 AM,27315,27315,27314.85,27314.85,40
9/14/2018 9:52:00 AM,27301.75,27315,27301.75,27315,80
9/14/2018 9:51:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:50:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:49:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:48:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:47:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:46:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:45:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:44:00 AM,27301.75,27301.75,27301.75,27301.75,0
9/14/2018 9:43:00 AM,27303,27303,27301.75,27301.75,40
9/14/2018 9:42:00 AM,27303,27303,27303,27303,0
9/14/2018 9:41:00 AM,27315,27315,27303,27303,120
9/14/2018 9:40:00 AM,27316,27316,27315,27315,40
9/14/2018 9:39:00 AM,27316,27316,27316,27316,0
9/14/2018 9:38:00 AM,27316,27316,27316,27316,0
9/14/2018 9:37:00 AM,27316,27316,27316,27316,0
9/14/2018 9:36:00 AM,27316,27316,27316,27316,0
9/14/2018 9:35:00 AM,27316,27316,27316,27316,0
9/14/2018 9:34:00 AM,27316,27316,27316,27316,0
9/14/2018 9:33:00 AM,27316,27316,27316,27316,0
9/14/2018 9:32:00 AM,27316,27316,27316,27316,0
9/14/2018 9:31:00 AM,27316,27316,27316,27316,0
9/14/2018 9:30:00 AM,27316,27316,27316,27316,0
9/14/2018 9:29:00 AM,27316,27316,27316,27316,0
9/14/2018 9:28:00 AM,27316,27316,27316,27316,0
9/14/2018 9:27:00 AM,27316,27316,27316,27316,0
9/14/2018 9:26:00 AM,27316,27316,27316,27316,0
9/14/2018 9:25:00 AM,27316,27316,27316,27316,0
9/14/2018 9:24:00 AM,27316,27316,27316,27316,0
9/14/2018 9:23:00 AM,27315.5,27316,27315.5,27316,40
9/14/2018 9:22:00 AM,27374.1,27374.1,27315.5,27315.5,40
9/14/2018 9:21:00 AM,27374.1,27374.1,27374.1,27374.1,0
9/14/2018 9:20:00 AM,27374.1,27374.1,27374.1,27374.1,0
9/14/2018 9:19:00 AM,27374.1,27374.1,27374.1,27374.1,0
9/14/2018 9:18:00 AM,27377.45,27377.45,27374.1,27374.1,80
9/14/2018 9:17:00 AM,27325.85,27377.45,27325.85,27377.45,120
9/14/2018 9:16:00 AM,27350,27374.15,27325.85,27325.85,80
9/14/2018 9:15:00 AM,27350,27350,27350,27350,40
