Date,Nifty Bank O,Nifty Bank H,Nifty Bank L,Nifty Bank C,Nifty Bank V
9/10/2018 10:19:00 AM,27304.85,27307.1,27290.6,27301.4,0
9/10/2018 10:18:00 AM,27295.8,27305.85,27292.2,27304.3,0
9/10/2018 10:17:00 AM,27295.3,27296.15,27282.9,27293.8,0
9/10/2018 10:16:00 AM,27282.7,27292.25,27278.9,27291.45,0
9/10/2018 10:15:00 AM,27280.8,27284.1,27274.35,27281.6,0
9/10/2018 10:14:00 AM,27289.85,27296.8,27275.1,27279.75,0
9/10/2018 10:13:00 AM,27287.75,27297.6,27281.65,27291,0
9/10/2018 10:12:00 AM,27272.85,27291.5,27265.1,27290.25,0
9/10/2018 10:11:00 AM,27269.5,27272.6,27263.45,27267.8,0
9/10/2018 10:10:00 AM,27267.1,27276.85,27263.15,27267.3,0
9/10/2018 10:09:00 AM,27280.95,27287.8,27267.8,27267.8,0
9/10/2018 10:08:00 AM,27273.1,27283.65,27267.8,27279,0
9/10/2018 10:07:00 AM,27272.25,27282.55,27266.8,27276.95,0
9/10/2018 10:06:00 AM,27265.5,27275.2,27261.4,27270.05,0
9/10/2018 10:05:00 AM,27270.45,27274.75,27260.9,27266.55,0
9/10/2018 10:04:00 AM,27294.05,27294.05,27269.7,27269.7,0
9/10/2018 10:03:00 AM,27308.9,27308.9,27289.9,27289.9,0
9/10/2018 10:02:00 AM,27323.85,27326.2,27305.15,27305.15,0
9/10/2018 10:01:00 AM,27312.45,27326.55,27310.9,27324.75,0
9/10/2018 10:00:00 AM,27316.45,27320.45,27310.6,27312.5,0
9/10/2018 9:59:00 AM,27333.75,27333.75,27311.25,27314.2,0
9/10/2018 9:58:00 AM,27323.65,27334.85,27322.55,27332,0
9/10/2018 9:57:00 AM,27338.95,27344.65,27319.9,27320,0
9/10/2018 9:56:00 AM,27356.1,27358.1,27336.95,27342.6,0
9/10/2018 9:55:00 AM,27355.35,27356.2,27340.6,27352.75,0
9/10/2018 9:54:00 AM,27364.85,27366.55,27353.85,27355.1,0
9/10/2018 9:53:00 AM,27366.95,27370.1,27362.1,27365.55,0
9/10/2018 9:52:00 AM,27353.4,27367.7,27349.95,27367.7,0
9/10/2018 9:51:00 AM,27340.05,27353.85,27340.05,27353.85,0
9/10/2018 9:50:00 AM,27358.3,27366.8,27338.7,27339.15,0
9/10/2018 9:49:00 AM,27364.7,27373.9,27354.6,27358.25,0
9/10/2018 9:48:00 AM,27363.25,27371.2,27359.75,27367.4,0
9/10/2018 9:47:00 AM,27343.65,27362.2,27343.15,27359.75,0
9/10/2018 9:46:00 AM,27341.35,27345.75,27335.35,27341.35,0
9/10/2018 9:45:00 AM,27357.2,27357.2,27341.7,27345.9,0
9/10/2018 9:44:00 AM,27358.4,27366.65,27353.75,27358.3,0
9/10/2018 9:43:00 AM,27353.4,27363.65,27351.4,27360,0
9/10/2018 9:42:00 AM,27348.5,27361.65,27340.95,27354.6,0
9/10/2018 9:41:00 AM,27341.15,27352.8,27338.5,27342,0
9/10/2018 9:40:00 AM,27329.85,27345.65,27329.75,27339.25,0
9/10/2018 9:39:00 AM,27338.75,27338.75,27311.25,27327.65,0
9/10/2018 9:38:00 AM,27348.25,27349.4,27334.25,27334.65,0
9/10/2018 9:37:00 AM,27342.6,27351.3,27341.35,27348.35,0
9/10/2018 9:36:00 AM,27317.05,27342.05,27317.05,27338.6,0
9/10/2018 9:35:00 AM,27331.8,27336.1,27312,27317.9,0
9/10/2018 9:34:00 AM,27342.5,27344.3,27328.9,27331.6,0
9/10/2018 9:33:00 AM,27338.7,27357.5,27336.15,27343.35,0
9/10/2018 9:32:00 AM,27357.25,27364.6,27339.3,27339.3,0
9/10/2018 9:31:00 AM,27365.5,27370.05,27358.9,27358.9,0
9/10/2018 9:30:00 AM,27366.85,27369.15,27357.95,27363.6,0
9/10/2018 9:29:00 AM,27377.45,27380.3,27362,27369.95,0
9/10/2018 9:28:00 AM,27390.85,27390.85,27374.35,27381.25,0
9/10/2018 9:27:00 AM,27377.25,27391.95,27368.55,27391.65,0
9/10/2018 9:26:00 AM,27398.55,27398.55,27378.85,27379.45,0
